1-1	I	O	
1-2	Holstebro	B-noun.location	
1-3	tør	B-verb.emotion	
1-4	de	O	
1-5	ikke	O	
1-6	lade	B-verb.act	
1-7	en	O	
1-8	skulptur	B-noun.artifact	
1-9	stå	B-verb.PARTICLE	
1-10	ude	O	
1-11	om	O	
1-12	natten	B-noun.time	
1-13	.	O	

2-1	Drengen	B-noun.person	
2-2	betragtes	B-verb.cognition	
2-3	af	O	
2-4	politiet	B-noun.person	
2-5	som	O	
2-6	farlig	B-adj.all	
2-7	,	O	
2-8	og	O	
2-9	derfor	O	
2-10	blev	O	
2-11	han	O	
2-12	efterlyst	B-verb.communication	
2-13	med	O	
2-14	navn	B-noun.attribute	
2-15	og	O	
2-16	billede	B-noun.attribute	
2-17	,	O	
2-18	selv	O	
2-19	om	O	
2-20	retten	B-noun.person	
2-21	har	O	
2-22	nedlagt	B-verb.social	
2-23	navneforbud	B-noun.communication	
2-24	.	O	

3-1	4	O	
3-2	.	O	

4-1	30	B-adj.time	
4-2	-	I-adj.time	
4-3	årige	I-adj.time	
4-4	Staal	B-noun.person	
4-5	har	O	
4-6	i	O	
4-7	denne	O	
4-8	sæson	B-noun.time	
4-9	været	B-verb.competition	
4-10	på	B-verb.COLL	
4-11	isen	B-verb.COLL	
4-12	for	O	
4-13	HV	B-noun.institution	
4-14	71	I-noun.institution	
4-15	,	O	
4-16	der	O	
4-17	netop	O	
4-18	har	O	
4-19	hentet	B-verb.competition	
4-20	sølv	B-noun.motive	
4-21	i	O	
4-22	den	O	
4-23	svenske	B-adj.social	
4-24	eliteserie	B-noun.group	
4-25	,	O	
4-26	men	O	
4-27	nu	O	
4-28	trækker	B-verb.cognition	
4-29	hans	O	
4-30	gamle	B-adj.time	
4-31	klub	B-noun.institution	
4-32	med	O	
4-33	et	O	
4-34	attraktivt	B-adj.all	
4-35	tilbud	B-noun.communication	
4-36	.	O	

5-1	Til	O	
5-2	den	O	
5-3	tid	B-noun.time	
5-4	forventer	B-verb.cognition	
5-5	regionen	B-noun.institution	
5-6	at	O	
5-7	have	O	
5-8	været	B-verb.social	
5-9	igennem	O	
5-10	en	O	
5-11	ny	B-adj.time	
5-12	udbudsrunde	B-noun.act	
5-13	,	O	
5-14	skriver	B-verb.communication	
5-15	Dagbladet	B-noun.communication	
5-16	Ringsted	I-noun.communication	
5-17	og	O	
5-18	Sjællandske	B-noun.communication	
5-19	.	O	

6-1	Ja	O	
6-2	,	O	
6-3	det	O	
6-4	var	B-verb.stative	
6-5	åbenlyst	B-adj.mental	
6-6	for	O	
6-7	alle	O	
6-8	i	O	
6-9	den	O	
6-10	tribunebuldrende	B-adj.social	
6-11	hal	B-noun.building	
6-12	i	O	
6-13	den	O	
6-14	kroatiske	B-adj.social	
6-15	havneby	B-noun.location	
6-16	Porec	B-noun.location	
6-17	:	O	

7-1	"	O	
7-2	Vi	O	
7-3	ved	B-verb.cognition	
7-4	godt	O	
7-5	,	O	
7-6	at	O	
7-7	vi	O	
7-8	er	B-verb.stative	
7-9	de	O	
7-10	bedste	B-adj.all	
7-11	.	O	

8-1	Det	O	
8-2	er	O	
8-3	blevet	B-verb.change	
8-4	til	O	
8-5	en	O	
8-6	serie	B-noun.group	
8-7	grafiske	B-adj.phys	
8-8	kunsttryk	B-noun.artifact	
8-9	,	O	
8-10	der	O	
8-11	hver	O	
8-12	især	O	
8-13	er	O	
8-14	produceret	B-verb.creation	
8-15	i	O	
8-16	et	O	
8-17	oplag	B-noun.group	
8-18	på	O	
8-19	2	O	
8-20	.	O	
8-21	000	O	
8-22	stk	B-noun.quantity	
8-23	.	O	
8-24	"	O	
8-25	Som	O	
8-26	fagnørder	B-noun.person	
8-27	i	O	
8-28	begge	O	
8-29	verdener	B-noun.domain	
8-30	har	O	
8-31	vi	O	
8-32	lagt	B-verb.cognition	
8-33	vægt	B-verb.PARTICLE	
8-34	på	O	
8-35	et	O	
8-36	grafisk	B-adj.phys	
8-37	kunsttryk	B-noun.artifact	
8-38	af	O	
8-39	høj	B-adj.all	
8-40	håndværksmæssig	B-adj.all	
8-41	kvalitet	B-noun.attribute	
8-42	"	O	
8-43	,	O	
8-44	fortæller	B-verb.communication	
8-45	Anders	B-noun.person	

9-1	Overfaldsmanden	B-noun.person	
9-2	bøjer	B-verb.motion	
9-3	sig	B-verb.REFLPRON	
9-4	over	O	
9-5	ham	O	
9-6	og	O	
9-7	siger	B-verb.communication	
9-8	:	O	

10-1	Det	O	
10-2	skulle	O	
10-3	have	O	
10-4	stået	B-verb.communication	
10-5	"	O	
10-6	lidt	O	
10-7	mere	O	
10-8	end	O	
10-9	halvdelen	B-noun.quantity	
10-10	"	O	
10-11	.	O	

11-1	Der	O	
11-2	er	B-verb.stative	
11-3	ingen	O	
11-4	tvivl	B-noun.cognition	
11-5	om	O	
11-6	,	O	
11-7	at	O	
11-8	samtidsforfattere	B-noun.person	
11-9	,	O	
11-10	som	O	
11-11	kan	O	
11-12	ramme	B-verb.cognition	
11-13	et	O	
11-14	stort	B-adj.all	
11-15	publikum	B-noun.group	
11-16	,	O	
11-17	også	O	
11-18	fremover	O	
11-19	vil	O	
11-20	få	O	
11-21	tilbudt	B-verb.communication	
11-22	store	B-adj.all	
11-23	forskud	B-noun.possession	
11-24	"	O	
11-25	,	O	
11-26	mener	B-verb.cognition	
11-27	Hans	B-noun.person	
11-28	Henrik	I-noun.person	
11-29	Schwab	I-noun.person	
11-30	.	O	

12-1	"	O	
12-2	Ja	O	
12-3	,	O	
12-4	det	O	
12-5	gør	O	
12-6	jeg	O	
12-7	.	O	

13-1	Det	O	
13-2	er	B-verb.stative	
13-3	noget	O	
13-4	,	O	
13-5	man	O	
13-6	ikke	O	
13-7	rigtigt	O	
13-8	kan	B-verb.stative	
13-9	forberede	B-verb.cognition	
13-10	sig	B-verb.REFLPRON	
13-11	på	O	
13-12	"	O	
13-13	,	O	
13-14	sagde	B-verb.communication	
13-15	tidligere	B-adj.time	
13-16	pilot	B-noun.person	
13-17	Denny	B-noun.person	
13-18	Walsh	I-noun.person	
13-19	til	O	
13-20	CNN	B-noun.communication	
13-21	.	O	

14-1	Findes	B-verb.stative	
14-2	der	O	
14-3	ikke	O	
14-4	et	O	
14-5	eneste	O	
14-6	stykke	B-noun.artifact	
14-7	papir	B-noun.communication	
14-8	i	O	
14-9	Vatikanets	B-noun.institution	
14-10	kældre	B-noun.building	
14-11	om	O	
14-12	alt	O	
14-13	det	O	
14-14	?	O	

15-1	"	O	
15-2	Jeg	O	
15-3	har	B-verb.act	
15-4	gang	B-verb.COLL	
15-5	i	B-verb.COLL	
15-6	forhandlinger	B-noun.communication	
15-7	med	O	
15-8	arrangørerne	B-noun.person	
15-9	af	O	
15-10	både	O	
15-11	Giro	B-noun.event	
15-12	d	I-noun.event	
15-13	'	I-noun.event	
15-14	Italia	I-noun.event	
15-15	og	O	
15-16	Vuelta	B-noun.event	
15-17	a	I-noun.event	
15-18	España	I-noun.event	
15-19	,	O	
15-20	og	O	
15-21	jeg	O	
15-22	anser	B-verb.cognition	
15-23	det	O	
15-24	bestemt	O	
15-25	for	O	
15-26	muligt	B-adj.all	
15-27	,	O	
15-28	at	O	
15-29	vi	O	
15-30	kommer	B-verb.social	
15-31	til	B-verb.COLL	
15-32	start	B-verb.COLL	
15-33	i	O	
15-34	hvert	O	
15-35	fald	O	
15-36	i	O	
15-37	en	O	
15-38	af	O	
15-39	de	O	
15-40	to	O	
15-41	store	B-adj.social	
15-42	begivenheder	B-noun.event	
15-43	allerede	O	
15-44	i	O	
15-45	år	B-noun.time	
15-46	.	O	

16-1	Clint	B-noun.person	
16-2	Eastwood	I-noun.person	
16-3	spiller	B-verb.act	
16-4	sig	O	
16-5	selv	O	
16-6	i	O	
16-7	stålhjelm	B-noun.artifact	
16-8	og	O	
16-9	kaki	B-noun.attribute	
16-10	.	O	

17-1	I	O	
17-2	2020	B-noun.time	
17-3	skal	O	
17-4	udledningen	B-noun.act	
17-5	af	O	
17-6	bl	O	
17-7	.	O	

18-1	Historien	B-noun.communication	
18-2	er	B-verb.stative	
18-3	noget	O	
18-4	lignende	B-verb.cognition	
18-5	vor	O	
18-6	egen	O	
18-7	klassiker	B-noun.communication	
18-8	'	O	
18-9	Mød	B-noun.communication	
18-10	mig	I-noun.communication	
18-11	på	I-noun.communication	
18-12	Cassiopeia	I-noun.communication	
18-13	'	O	
18-14	.	O	

19-1	I	O	
19-2	DEN	O	
19-3	anden	O	
19-4	af	O	
19-5	to	O	
19-6	aktuelle	B-adj.time	
19-7	-	O	
19-8	og	O	
19-9	i	O	
19-10	øvrigt	O	
19-11	ganske	O	
19-12	komplementerende	B-adj.all	
19-13	-	O	
19-14	biografier	B-noun.communication	
19-15	på	O	
19-16	dansk	B-noun.communication	
19-17	,	O	
19-18	'	O	
19-19	Michelle	B-noun.communication	
19-20	Obama	I-noun.communication	
19-21	-	I-noun.communication	
19-22	en	I-noun.communication	
19-23	biografi	I-noun.communication	
19-24	'	O	
19-25	,	O	
19-26	understøtter	B-verb.stative	
19-27	Liza	B-noun.person	
19-28	Mundy	I-noun.person	
19-29	billedet	B-noun.cognition	
19-30	af	O	
19-31	Michelle	B-noun.person	
19-32	Obama	I-noun.person	
19-33	som	O	
19-34	"	O	
19-35	en	O	
19-36	lidt	O	
19-37	gammeldags	B-adj.mental	
19-38	person	B-noun.person	
19-39	,	O	
19-40	en	O	
19-41	kvinde	B-noun.person	
19-42	,	O	
19-43	som	O	
19-44	gerne	O	
19-45	vil	O	
19-46	have	B-verb.stative	
19-47	en	O	
19-48	traditionel	B-adj.social	
19-49	,	O	
19-50	intakt	B-adj.all	
19-51	familie	B-noun.group	
19-52	omkring	O	
19-53	sig	O	
19-54	ved	O	
19-55	bordet	B-noun.artifact	
19-56	,	O	
19-57	og	O	
19-58	som	O	
19-59	først	O	
19-60	og	O	
19-61	fremmest	O	
19-62	ser	B-verb.cognition	
19-63	sig	O	
19-64	selv	O	
19-65	som	O	
19-66	mor	B-noun.person	
19-67	"	O	
19-68	.	O	

20-1	4	O	
20-2	læserbreve	B-noun.communication	
20-3	og	O	
20-4	debatindlæg	B-noun.communication	
20-5	handlede	B-verb.communication	
20-6	om	O	
20-7	Lars	B-noun.person	
20-8	Løkkes	I-noun.person	
20-9	kvalifikationer	B-noun.attribute	
20-10	til	O	
20-11	statsministerposten	B-noun.act	
20-12	.	O	

21-1	Når	O	
21-2	man	O	
21-3	tager	B-verb.communication	
21-4	ordet	B-verb.COLL	
21-5	for	O	
21-6	at	O	
21-7	tage	O	
21-8	.	O	
21-9	.	O	
21-10	.	O	

22-1	Pave	B-noun.person	
22-2	Benedikt	I-noun.person	
22-3	XVI	I-noun.person	
22-4	mener	B-verb.cognition	
22-5	ikke	O	
22-6	,	O	
22-7	at	O	
22-8	kondomer	B-noun.artifact	
22-9	er	B-verb.stative	
22-10	svaret	B-verb.communication	
22-11	på	O	
22-12	kampen	B-noun.act	
22-13	mod	O	
22-14	aids	B-noun.disease	
22-15	i	O	
22-16	Afrika	B-noun.location	
22-17	.	O	

23-1	ole	O	
23-2	ras	O	
23-3	.	O	

24-1	Fra	O	
24-2	første	B-adj.time	
24-3	kvartal	B-noun.time	
24-4	2008	B-noun.time	
24-5	til	O	
24-6	første	B-adj.time	
24-7	kvartal	B-noun.time	
24-8	2009	B-noun.time	
24-9	forsvandt	B-verb.change	
24-10	hele	O	
24-11	11	O	
24-12	.	O	
24-13	200	O	
24-14	job	B-noun.act	
24-15	i	O	
24-16	branchen	B-noun.domain	
24-17	.	O	

25-1	Så	O	
25-2	indtaster	B-verb.communication	
25-3	man	O	
25-4	engangskoden	B-noun.communication	
25-5	og	O	
25-6	er	B-verb.stative	
25-7	så	O	
25-8	logget	B-verb.communication	
25-9	ind	B-verb.COLL	
25-10	.	O	

26-1	Første	B-adj.all	
26-2	betingelse	B-noun.state	
26-3	er	O	
26-4	,	O	
26-5	at	O	
26-6	danskerklubberne	B-noun.institution	
26-7	ikke	O	
26-8	kommer	B-verb.social	
26-9	med	B-verb.COLL	
26-10	i	O	
26-11	NHL	B-noun.event	
26-12	-	I-noun.event	
26-13	slutspillet	I-noun.event	
26-14	,	O	
26-15	som	O	
26-16	er	B-verb.stative	
26-17	godt	O	
26-18	i	B-verb.COLL	
26-19	gang	B-verb.COLL	
26-20	,	O	
26-21	når	O	
26-22	der	O	
26-23	spilles	B-verb.competition	
26-24	VM	B-noun.event	
26-25	.	O	

27-1	Beskæftigelsesudvalget	B-noun.person	
27-2	under	O	
27-3	den	O	
27-4	statslige	B-adj.social	
27-5	Ankestyrelse	B-noun.institution	
27-6	behandler	B-verb.social	
27-7	typisk	O	
27-8	klager	B-noun.communication	
27-9	over	O	
27-10	kommunal	B-adj.social	
27-11	kontanthjælp	B-noun.possession	
27-12	.	O	

28-1	Bo	B-noun.person	
28-2	Weymann	I-noun.person	
28-3	mener	B-verb.cognition	
28-4	derimod	O	
28-5	,	O	
28-6	at	O	
28-7	filmen	B-noun.communication	
28-8	og	O	
28-9	hans	O	
28-10	fortælling	B-noun.communication	
28-11	kan	O	
28-12	være	B-verb.cognition	
28-13	med	B-verb.PARTICLE	
28-14	til	O	
28-15	at	O	
28-16	afholde	B-verb.cognition	
28-17	unge	B-adj.time	
28-18	mennesker	B-noun.person	
28-19	fra	O	
28-20	at	O	
28-21	følge	B-verb.social	
28-22	i	B-verb.COLL	
28-23	hans	O	
28-24	fodspor	B-verb.COLL	
28-25	.	O	

29-1	Her	O	
29-2	blev	O	
29-3	det	O	
29-4	stormet	B-verb.motion	
29-5	af	O	
29-6	tyske	B-adj.social	
29-7	elitesoldater	B-noun.person	
29-8	,	O	
29-9	og	O	
29-10	alle	O	
29-11	gidsler	B-noun.person	
29-12	blev	O	
29-13	befriet	B-verb.social	
29-14	.	O	

30-1	ritzau	O	

31-1	De	O	
31-2	moderate	B-verb.social	
31-3	muslimer	B-noun.person	
31-4	kender	B-verb.cognition	
31-5	Koranen	B-noun.communication	
31-6	,	O	
31-7	de	O	
31-8	kender	B-verb.cognition	
31-9	argumenterne	B-noun.communication	
31-10	,	O	
31-11	og	O	
31-12	de	O	
31-13	kan	O	
31-14	give	B-verb.act	
31-15	de	O	
31-16	unge	B-noun.person	
31-17	kvalificeret	B-adj.all	
31-18	modspil	B-noun.act	
31-19	.	O	

32-1	I	O	
32-2	perioden	B-noun.time	
32-3	1980	B-noun.communication	
32-4	-	O	
32-5	91	O	
32-6	var	O	
32-7	han	O	
32-8	redaktør	B-noun.person	
32-9	af	O	
32-10	fagbladet	B-noun.communication	
32-11	Praktiserende	B-noun.communication	
32-12	Speciallæger	I-noun.communication	
32-13	.	O	

33-1	Resultaterne	B-noun.communication	
33-2	af	O	
33-3	undersøgelsen	B-noun.act	
33-4	vil	O	
33-5	kunne	O	
33-6	få	B-verb.stative	
33-7	stor	O	
33-8	betydning	B-noun.cognition	
33-9	for	O	
33-10	valget	B-noun.cognition	
33-11	af	O	
33-12	optimal	B-adj.all	
33-13	behandling	B-noun.act	
33-14	for	O	
33-15	den	O	
33-16	enkelte	O	
33-17	patient	B-noun.person	
33-18	.	O	

34-1	I	O	
34-2	februar	B-noun.time	
34-3	sagde	B-verb.communication	
34-4	Nokia	B-noun.person	
34-5	,	O	
34-6	at	O	
34-7	koncernen	B-noun.person	
34-8	planlægger	B-verb.cognition	
34-9	at	O	
34-10	reducere	B-verb.change	
34-11	medarbejderstaben	B-noun.group	
34-12	globalt	B-adj.social	
34-13	med	O	
34-14	1	O	
34-15	.	O	
34-16	000	O	
34-17	ansatte	B-noun.person	
34-18	via	O	
34-19	frivillige	B-adj.mental	
34-20	aftrædelser	B-noun.act	
34-21	.	O	

35-1	Politiken	B-noun.institution	
35-2	Plus	I-noun.institution	
35-3	tilbyder	B-verb.social	
35-4	i	O	
35-5	samarbejde	B-noun.act	
35-6	med	O	
35-7	Statens	B-noun.institution	
35-8	Naturhistoriske	I-noun.institution	
35-9	Museum	I-noun.institution	
35-10	og	O	
35-11	Institut	B-noun.institution	
35-12	for	I-noun.institution	
35-13	Filosofi	I-noun.institution	
35-14	og	I-noun.institution	
35-15	Idéhistorie	I-noun.institution	
35-16	ved	O	
35-17	Aarhus	B-noun.institution	
35-18	Universitet	I-noun.institution	
35-19	en	O	
35-20	foredragsrække	B-noun.event	
35-21	om	O	
35-22	Darwin	B-noun.person	
35-23	og	O	
35-24	evolution	B-noun.domain	
35-25	.	O	

36-1	Selv	O	
36-2	deltog	B-verb.social	
36-3	jeg	O	
36-4	i	O	
36-5	demonstrationen	B-noun.act	
36-6	denne	O	
36-7	dag	B-noun.time	
36-8	og	O	
36-9	på	O	
36-10	trods	O	
36-11	af	O	
36-12	,	O	
36-13	at	O	
36-14	hen	O	
36-15	ved	O	
36-16	1	O	
36-17	.	O	
36-18	000	O	
36-19	tamilere	B-noun.person	
36-20	havde	O	
36-21	taget	B-verb.motion	
36-22	turen	B-noun.act	
36-23	til	O	
36-24	København	B-noun.location	
36-25	fra	O	
36-26	hele	B-adj.all	
36-27	landet	B-noun.location	
36-28	,	O	
36-29	mødte	B-verb.social	
36-30	kun	O	
36-31	2	O	
36-32	-	O	
36-33	3	O	
36-34	danskere	B-noun.person	
36-35	op	B-verb.PARTICLE	
36-36	i	O	
36-37	løbet	O	
36-38	af	O	
36-39	dagen	O	
36-40	.	O	

37-1	11	O	
37-2	læserbreve	B-noun.communication	
37-3	og	O	
37-4	debatindlæg	B-noun.communication	
37-5	handlede	B-verb.communication	
37-6	om	O	
37-7	Fogh	B-noun.person	
37-8	og	O	
37-9	hans	O	
37-10	nye	B-adj.time	
37-11	job	B-noun.act	
37-12	som	O	
37-13	Nato	B-noun.person	
37-14	-	I-noun.person	
37-15	generalsekretær	I-noun.person	
37-16	.	O	

38-1	Præsident	B-noun.person	
38-2	Bill	B-noun.person	
38-3	Clinton	I-noun.person	
38-4	havde	B-verb.emotion	
38-5	det	O	
38-6	skidt	B-adj.all	
38-7	om	O	
38-8	morgenen	B-noun.time	
38-9	20	O	
38-10	.	O	

39-1	Og	O	
39-2	det	O	
39-3	var	B-verb.stative	
39-4	det	O	
39-5	første	B-adj.time	
39-6	,	O	
39-7	de	O	
39-8	gjorde	B-verb.act	
39-9	,	O	
39-10	danskerne	B-noun.person	
39-11	,	O	
39-12	da	O	
39-13	de	O	
39-14	efter	O	
39-15	at	O	
39-16	være	O	
39-17	fløjet	B-verb.motion	
39-18	ind	O	
39-19	til	O	
39-20	et	O	
39-21	snedækket	B-adj.phys	
39-22	Zagreb	B-noun.location	
39-23	og	O	
39-24	have	O	
39-25	kørt	B-verb.motion	
39-26	tre	O	
39-27	og	O	
39-28	en	O	
39-29	halv	O	
39-30	time	B-noun.time	
39-31	i	O	
39-32	bus	B-noun.vehicle	
39-33	gennem	O	
39-34	det	O	
39-35	smukkeste	B-adj.phys	
39-36	,	O	
39-37	bakkede	B-adj.phys	
39-38	og	O	
39-39	skovklædte	B-adj.phys	
39-40	vinterlandskab	B-noun.location	
39-41	rullede	B-verb.motion	
39-42	ind	O	
39-43	i	O	
39-44	Porec	B-noun.location	
39-45	ved	O	
39-46	Adriaterhavet	B-noun.location	
39-47	og	O	
39-48	blev	O	
39-49	indkvarteret	B-verb.act	
39-50	på	O	
39-51	hotel	B-noun.building	
39-52	Diamant	I-noun.building	
39-53	.	O	

40-1	Udbruddet	B-noun.communication	
40-2	fra	O	
40-3	de	O	
40-4	fremmødte	O	
40-5	professorer	B-noun.person	
40-6	,	O	
40-7	studerende	B-noun.person	
40-8	og	O	
40-9	det	O	
40-10	tekniske	B-adj.all	
40-11	personale	B-noun.person	
40-12	kom	B-verb.communication	
40-13	,	O	
40-14	fordi	O	
40-15	de	O	
40-16	har	O	
40-17	følt	B-verb.emotion	
40-18	sig	B-verb.REFLPRON	
40-19	alt	O	
40-20	andet	O	
40-21	end	O	
40-22	velorienterede	B-verb.communication	
40-23	om	O	
40-24	,	O	
40-25	hvorfor	O	
40-26	ledelsen	B-noun.person	
40-27	fyrer	B-verb.social	
40-28	24	O	
40-29	forskere	B-noun.person	
40-30	og	O	
40-31	13	O	
40-32	personer	B-noun.person	
40-33	blandt	O	
40-34	det	O	
40-35	tekniske	B-adj.all	
40-36	og	O	
40-37	administrative	B-adj.social	
40-38	personale	B-noun.person	
40-39	.	O	

41-1	I	O	
41-2	1978	B-noun.time	
41-3	vendte	B-verb.motion	
41-4	han	O	
41-5	hjem	B-verb.COLL	
41-6	til	O	
41-7	sin	O	
41-8	fædrene	B-adj.social	
41-9	gård	B-noun.building	
41-10	,	O	
41-11	godset	B-noun.building	
41-12	Egemarke	B-noun.building	
41-13	,	O	
41-14	som	O	
41-15	han	O	
41-16	overtog	B-verb.possession	
41-17	efter	O	
41-18	sin	O	
41-19	far	B-noun.person	
41-20	,	O	
41-21	Aage	B-noun.person	
41-22	Lohmann	I-noun.person	
41-23	Poulsen	I-noun.person	
41-24	.	O	

42-1	I	O	
42-2	aften	B-noun.time	
42-3	kan	O	
42-4	man	O	
42-5	blandt	O	
42-6	andet	O	
42-7	møde	B-verb.social	
42-8	de	O	
42-9	unge	B-adj.phys	
42-10	håb	B-noun.person	
42-11	Fleet	B-noun.person	
42-12	Foxes	I-noun.person	
42-13	,	O	
42-14	Tiny	B-noun.person	
42-15	Vipers	I-noun.person	
42-16	og	O	
42-17	The	B-noun.person	
42-18	Lonely	I-noun.person	
42-19	H	I-noun.person	
42-20	samt	O	
42-21	Seattles	B-noun.institution	
42-22	største	B-adj.social	
42-23	succes	B-noun.cognition	
42-24	i	O	
42-25	de	O	
42-26	senere	B-adj.time	
42-27	år	B-noun.time	
42-28	-	O	
42-29	Band	B-noun.person	
42-30	Of	I-noun.person	
42-31	Horses	I-noun.person	
42-32	,	O	
42-33	som	O	
42-34	spillede	B-verb.social	
42-35	på	O	
42-36	Roskilde	B-noun.event	
42-37	Festival	I-noun.event	
42-38	i	O	
42-39	2008	B-noun.time	
42-40	.	O	

43-1	Niels	B-noun.person	
43-2	Olsen	I-noun.person	
43-3	står	B-verb.stative	
43-4	bag	B-verb.PARTICLE	
43-5	de	O	
43-6	to	O	
